type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district,type_count
['ความสะอาด'],3/228 ซอย เทิดราชัน 43 แขวง สีกัน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,['ความสะอาด'],ประสานฝ่ายรักษาความสะอาดฯ ตรวจสอบดำเนินการ,กำลังดำเนินการ,100.59467,13.94234,กรุงเทพมหานคร,เขตดอนเมือง,1
['ถนน'],636 ถ. พระรามที่ 2 Bandmod เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ถนน'],เขตจอมทอง ส่งต่อไปยัง แขวงทางหลวงธนบุรี กรมทางหลวง,ส่งต่อ(ใหม่),100.46146,13.67608,กรุงเทพมหานคร,เขตจอมทอง,1
[''],250 ซอย รัชดาภิเษก 36 แยก 19-6 แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,[''],เขตจตุจักร ส่งต่อไปยัง กองบังคับการตำรวจนครบาล 2 (บก.น.2),ส่งต่อ(ใหม่),100.58741,13.81781,กรุงเทพมหานคร,เขตจตุจักร,1
"['ถนน', 'จราจร']",7111 ซอย พัฒนาการ 33 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ถนน', 'จราจร']",สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.) เชิญร่วมไปยัง กลุ่มงานสัญญาณไฟจราจร สวจ.สจส.,ส่งต่อ(ใหม่),100.64916,13.73299,กรุงเทพมหานคร,แขวงสวนหลวง,2
"['ต้นไม้', 'ถนน']",10 ถ. สวนพลู แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ถนน']",ประสานฝ่ายรักษาความสะอาดฯ เพื่อตรวจสอบ/ดำเนินการ,กำลังดำเนินการ,100.53705,13.72242,กรุงเทพมหานคร,เขตสาทร,2
['ถนน'],35/21 ถ. พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ถนน'],ดำเนินการตรวจสอบและแก้ไขเรียบร้อย ค่ะ,รอรับเรื่อง,100.53526,13.75917,กรุงเทพมหานคร,เขตราชเทวี,1
['ถนน'],41 ถนน สารสิน แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,['ถนน'],เขตปทุมวัน ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.54492,13.73422,กรุงเทพมหานคร,เขตปทุมวัน,1
['ถนน'],204 ถนน เชื้อเพลิง แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,['ถนน'],เขตคลองเตย ส่งต่อไปยัง สำนักงานตำรวจแห่งชาติ (Royal Thai Police),ส่งต่อ(ใหม่),100.55345,13.71817,กรุงเทพมหานคร,เขตยานนาวา,1
"['ความปลอดภัย', 'ถนน', 'คลอง']","เจริญนคร 14 แยก 18 (ซอยวนาวรรณ 2) เจริญนคร จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ปากทางเจริญนคร 14 แยก 18 (ซอยวนาวรรณ 2)
เขต: คลองสาน
แขวง : คลองต้นไทร : 16/1 เจริญนคร แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย",2023-05-17,"['ความปลอดภัย', 'ถนน', 'คลอง']",เขตคลองสาน ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.50229,13.72323,กรุงเทพมหานคร,เขตคลองสาน,3
['ทางเท้า'],307 ถ. เอกชัย คลองบางบอน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],ขออนุญาตกดเสร็จสิ้นเนื่องจากซ้ำกับเรื่องหมายเลข2023-DQ2BRP,เสร็จสิ้น,100.43743,13.68038,กรุงเทพมหานคร,เขตบางบอน,1
['เสียงรบกวน'],195/1 นิมิตรใหม่ซอย 9/1 เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['เสียงรบกวน'],เขตคลองสามวา ส่งต่อไปยัง สน.มีนบุรี,ส่งต่อ(ใหม่),100.72986,13.83548,กรุงเทพมหานคร,เขตมีนบุรี,1
"['ท่อระบายน้ำ', 'แสงสว่าง']",43/53/277 ถ. สุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ท่อระบายน้ำ', 'แสงสว่าง']",เขตลาดพร้าวรับเรื่องและส่งเรื่องให้ฝ่ายที่เกี่ยวข้องดำเนินการตรวจสอบแล้วค่ะ,กำลังดำเนินการ,100.61814,13.82717,กรุงเทพมหานคร,เขตลาดพร้าว,2
"['ถนน', 'แสงสว่าง', 'คลอง']",41/55 ซอย เลียบคลองสอง 25 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'แสงสว่าง', 'คลอง']",เขตคลองสามวา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71852,13.86336,กรุงเทพมหานคร,เขตคลองสามวา,3
"['ถนน', 'คลอง']",501/8 ถ. บำรุงเมือง แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง']",สำนักการโยธา กทม. เชิญร่วมไปยัง ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ส่งต่อ(ใหม่),100.51073,13.75119,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,2
['ร้องเรียน'],1 ซอย แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,['ร้องเรียน'],ฝ่ายสิ่งแวดล้อมฯ เขตบางรัก ส่งต่อไปยัง กระทรวงสาธารณสุข,ส่งต่อ(ใหม่),100.53431,13.72542,กรุงเทพมหานคร,เขตบางรัก,1
['สัตว์จรจัด'],98 ซอย พหลโยธิน 18/1 แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['สัตว์จรจัด'],ฝ่ายสิ่งแวดล้อมฯ เขตจตุจักร เชิญร่วมไปยัง ฝ่ายสิ่งแวดล้อม แขวงจอมพล จตุจักร,กำลังดำเนินการ,100.55597,13.80085,กรุงเทพมหานคร,เขตจตุจักร,1
['ความสะอาด'],103 ซอย สุเหร่าคลองหนึ่ง 4 แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ความสะอาด'],ฝ่ายรักษาฯ ดำเนินการ,กำลังดำเนินการ,100.70019,13.84078,กรุงเทพมหานคร,เขตคลองสามวา,1
['ทางเท้า'],307 ถ. เอกชัย คลองบางบอน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],ฝ่ายโยธาดำเนินการ,กำลังดำเนินการ,100.43743,13.68044,กรุงเทพมหานคร,เขตบางบอน,1
['ถนน'],39683 ซอย สุเหร่าคลองหนึ่ง 4 แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,['ถนน'],รับทราบปัญหา ตรวจสอบจุดบริเวณเรื่องแจ้งดังกล่าวดำเนินการแก้ไขปัญหาต่อไป ผลเป็นประการใดจะแจ้งให้ทราบอีกครั้ง,ศึกษาปัญหา,100.70015,13.84031,กรุงเทพมหานคร,เขตคลองสามวา,1
"['ต้นไม้', 'ทางเท้า', 'ความสะอาด', 'คนจรจัด']",64b ซอย สุขุมวิท 59 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ต้นไม้', 'ทางเท้า', 'ความสะอาด', 'คนจรจัด']",,รอรับเรื่อง,100.58118,13.72279,กรุงเทพมหานคร,เขตวัฒนา,4
"['ถนน', 'ความสะอาด']",เลขที่ 63/617 ซ. หมู่บ้านเคหะธานี 4 แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['ถนน', 'ความสะอาด']",ฝ่ายรักษาความสะอาดฯ รับเรื่องพร้อมประสานผู้เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.70869,13.78284,กรุงเทพมหานคร,เขตสะพานสูง,2
['ความสะอาด'],92/156 ซ. ประชาอุทิศ 33 แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-17,['ความสะอาด'],สำนักงานเขตทุ่งครุรับทราบเรื่องแล้ว โดยจะทำการตรวจสอบและดำเนินการแก้ไขโดยด่วน,กำลังดำเนินการ,100.51198,13.64783,กรุงเทพมหานคร,เขตทุ่งครุ,1
['ป้าย'],7 ประชาอุทิศ 57 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,2023-05-17,['ป้าย'],สำนักงานเขตทุ่งครุรับทราบเรื่องแล้ว โดยจะทำการตรวจสอบและดำเนินการแก้ไขโดยด่วน,กำลังดำเนินการ,100.49589,13.64711,กรุงเทพมหานคร,เขตทุ่งครุ,1
"['ร้องเรียน', 'เสนอแนะ', 'เสียงรบกวน', 'ถนน', 'ท่อระบายน้ำ']","นราธิวาสราชนครินทร์ 30 แยก 4 นราธิวาสราชนครินทร์ จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : ภายในซอยแยกดังกล่าว ตรงหน้าโรงเรียนสอนภาษา David Language Institution เลขที่ 479/62 จะพบฝาท่อระบายน้ำที่พึ่งเปลี่ยนใหม่
เขต: ยานนาวา
แขวง : ช่องนนทรี : 66 ซอย นราธิวาสราชนครินทร์ 30 แยก 4 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย",2023-05-17,"['ร้องเรียน', 'เสนอแนะ', 'เสียงรบกวน', 'ถนน', 'ท่อระบายน้ำ']",,รอรับเรื่อง,100.54541,13.69547,กรุงเทพมหานคร,เขตยานนาวา,5
"['ถนน', 'ร้องเรียน']",10/87 หมู่บ้านสหกรณ์ชุมชนบัวหลวง ถ. 1 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ถนน', 'ร้องเรียน']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.68747,13.68187,กรุงเทพมหานคร,ประเวศ,2
"['ถนน', 'เสียงรบกวน']",11/50 ซอย 3 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,"['ถนน', 'เสียงรบกวน']",ฝ่ายสิ่งแวดล้อมฯ ดำเนินการ,กำลังดำเนินการ,100.66148,13.91974,กรุงเทพมหานคร,เขตสายไหม,2
['ถนน'],ซอยพัฒนาการ 67 ถนนพัฒนาการ : 11 ถ. พัฒนาการ แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,['ถนน'],สำนักงานเขตประเวศ โดยฝ่ายรักษาความสะอาดฯ ได้ดำเนินการแก้ไข เรียบร้อยแล้ว วันที่ 17 พฤษภาคม 2566 ตามภาพถ่ายที่แนบ,เสร็จสิ้น,100.65894,13.72587,กรุงเทพมหานคร,ประเวศ,1
"['ถนน', 'เสียงรบกวน']",109 เจริญนคร14 แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,"['ถนน', 'เสียงรบกวน']",เขตคลองสาน ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.50521,13.7225,กรุงเทพมหานคร,เขตคลองสาน,2
"['คนจรจัด', 'สอบถาม', 'ร้องเรียน']",41 ถ. สุขุมวิท แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['คนจรจัด', 'สอบถาม', 'ร้องเรียน']",เขตคลองเตย ส่งต่อไปยัง เขตวัฒนา,ส่งต่อ(ใหม่),100.56076,13.73694,กรุงเทพมหานคร,เขตวัฒนา,3
"['ถนน', 'ทางเท้า']",329/6 ถนนสันติภาพ แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า']",เขตป้อมปราบศัตรูพ่าย เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตป้อมปราบศัตรูพ่าย,กำลังดำเนินการ,100.51192,13.74243,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,2
"['ความสะอาด', 'ท่อระบายน้ำ']",551/3 ถนน ประชาราษฎร์ สาย 2 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ท่อระบายน้ำ']",กองระบบท่อระบายน้ำอยู่ระหว่างดำเนินการตรวจสอบและแก้ไขค่ะ,ส่งต่อ(ใหม่),100.53198,13.80612,กรุงเทพมหานคร,เขตบางซื่อ,2
"['ความสะอาด', 'ความปลอดภัย', 'ถนน']","ประชาอุทิศ 69 แยก 16-6 ประชาอุทิศ จุดเกิดเหตุ:  (สถานที่สำคัญ / จุดสังเกต) : เข้าไปประมาณ 5 เมตร ฝั่งขวามือ หลังที่ 3 มีถังขยะประมาณ 10 ใบ
เขต: ทุ่งครุ
แขวง : ทุ่งครุ : 726/14 ประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย",2023-05-17,"['ความสะอาด', 'ความปลอดภัย', 'ถนน']",ฝ่ายรักษาความสะอาดและสวนสาธารณะตรวจสอบ/ดำเนินการแก้ไข ขอบคุณสำหรับข้อมูลครับ,กำลังดำเนินการ,100.50612,13.64164,กรุงเทพมหานคร,เขตทุ่งครุ,3
['คลอง'],16/2 ซอย วัดทิพพาวาส แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['คลอง'],ประสานตรวจสอบ,ส่งต่อ(ใหม่),100.80187,13.78155,กรุงเทพมหานคร,เขตลาดกระบัง,1
"['ถนน', 'กีดขวาง']",เฉลิมพระเกียรติ 30 : 10/87 หมู่บ้านสหกรณ์ชุมชนบัวหลวง ถ. 1 แขวงดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง']",ขอบพระคุณสำหรับข้อมูล สำนักงานเขตประเวศได้ประสานหน่วยงานที่เกี่ยวข้องเร่งดำเนินการตรวจสอบและแก้ไขแล้ว ผลเป็นประการใดจะแจ้งให้ทราบต่อไป,กำลังดำเนินการ,100.68747,13.68187,กรุงเทพมหานคร,ประเวศ,2
['คลอง'],79 ซอย ฉลองกรุง 53 แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['คลอง'],ประสานตรวจสอบ,กำลังดำเนินการ,100.80869,13.78157,กรุงเทพมหานคร,เขตลาดกระบัง,1
['ถนน'],23 ซอย สุวินทวงศ์ 42 แขวงลำผักชี เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,['ถนน'],สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.81186,13.78233,กรุงเทพมหานคร,เขตหนองจอก,1
['คลอง'],23 ซอย สุวินทวงศ์ 42 แขวงลำผักชี เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,['คลอง'],ประสานตรวจสอบ,ส่งต่อ(ใหม่),100.81263,13.78249,กรุงเทพมหานคร,เขตหนองจอก,1
[''],35/20 ซอย สายไหม 57 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,[''],ฝ่ายรักษาความสะอาดจะดำเนินการตรวจสอบและแก้ไขต่อไป,กำลังดำเนินการ,100.67344,13.9226,กรุงเทพมหานคร,เขตสายไหม,1
['น้ำท่วม'],35 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['น้ำท่วม'],,รอรับเรื่อง,100.55454,13.74452,กรุงเทพมหานคร,เขตวัฒนา,1
[''],ชั้น 1 อาคารจีเอ็มเอ็ม แกรมมี่เพลส สุขุมวิท 21 คลองเตยเหนือ วัฒนา กรุงเทพฯ 10110 แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,[''],,รอรับเรื่อง,100.56219,13.74345,กรุงเทพมหานคร,เขตวัฒนา,1
"['น้ำท่วม', 'ถนน']",377/37 แขวง ลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,"['น้ำท่วม', 'ถนน']",สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.81504,13.78391,กรุงเทพมหานคร,เขตลาดกระบัง,2
[''],117 ถนน นครสวรรค์ แขวงวัดโสมนัส เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,[''],สำนักการโยธา กทม. เชิญร่วมไปยัง ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),ส่งต่อ(ใหม่),100.50968,13.7582,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,1
['คลอง'],32/8 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['คลอง'],,รอรับเรื่อง,100.56095,13.74116,กรุงเทพมหานคร,เขตวัฒนา,1
[''],430 ถนน หลานหลวง แขวงสี่แยกมหานาค เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,2023-05-17,[''],"เขตดุสิต ส่งต่อไปยัง สำนักการโยธา กทม.
เนื่องจาก สำนักงานเขตดุสิต ขอประสานส่งต่อปัญหาของประชาชน
มาเพื่อโปรดพิจารณา",ส่งต่อ(ใหม่),100.51952,13.75774,กรุงเทพมหานคร,เขตดุสิต,1
"['ถนน', 'สอบถาม']",WP6H+QHG ซอย ราษฎร์นิมิตร แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'สอบถาม']",สำนักสิ่งแวดล้อม กทม. ส่งต่อไปยัง สน.นิมิตรใหม่,ส่งต่อ(ใหม่),100.72889,13.91187,กรุงเทพมหานคร,เขตคลองสามวา,2
['ท่อระบายน้ำ'],,2023-05-17,['ท่อระบายน้ำ'],,รอรับเรื่อง,100.51945,13.75794,,,1
['กีดขวาง'],130 ถ. วิทยุ แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,['กีดขวาง'],ฝ่ายเทศกิจดำเนินการตรวจสอบ,กำลังดำเนินการ,100.54597,13.73552,กรุงเทพมหานคร,เขตปทุมวัน,1
[''],เลขที่ 02 แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,[''],ส่วนห้องสมุดและการเรียนรู้ สำนักงานนันทนาการและส่งเสริมการเรียนรู้ สำนักวัฒนธรรม กีฬา และการท่องเที่ยว รับทราบเรื่องดังกล่าว ทั้งนี้จะนำเรียนผู้บริหารส่วนห้องสมุดเพื่อการเรียนรู้ เพื่อพิจารณาเรื่องดังกล่าวต่อไป,ส่งต่อ(ใหม่),100.551,13.80335,กรุงเทพมหานคร,เขตจตุจักร,1
['จราจร'],41 ถนนสุขุมวิท เขตพระโขนง กรุงเทพมหานคร 10260 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,2023-05-17,['จราจร'],เขตบางนา ส่งต่อไปยัง สน.บางนา,ส่งต่อ(ใหม่),100.60949,13.67987,กรุงเทพมหานคร,เขตบางนา,1
['ความสะอาด'],546/102 ซ. เจริญราษฎร์ 7 แยก 7-5-3 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,['ความสะอาด'],ฝ่ายรักษาความสะอาดและสวนสาธารณะ ได้เข้าตรวจสอบแล้วพบว่าขยะบริเวณดังกล่าวได้จัดเก็บเรียบร้อยแล้วไม่มีตกค้างแต่อย่างใด และบริเวณดังกล่าวเจ้าหน้าที่ได้เข้าจัดเก็บทุกวันจันทร์-พุธ-ศุกร์ เวลา 20.00 น.,เสร็จสิ้น,100.5189,13.69923,กรุงเทพมหานคร,เขตบางคอแหลม,1
['ถนน'],103/1 ซอย งามวงศ์วาน 30 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,['ถนน'],รับทราบปัญหาค่ะ ฝ่ายสิ่งแวดล้อมฯ จักให้เจ้าหน้าที่ตรวจสอบและดำเนินการในส่วนที่เกี่ยวข้อง พร้อมทั้งรายงานให้ทราบต่อไปค่ะ,กำลังดำเนินการ,100.54839,13.85341,กรุงเทพมหานคร,เขตหลักสี่,1
['ความสะอาด'],43 ซอย ลาดพร้าว 98 แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,['ความสะอาด'],กรณีดังกล่าวฝ่ายรักษาความสะอาดฯ ได้ตรวจสอบแล้วเป็นเศษวัสดุและกิ่งไม้จำนวนมากทั้งภายนอกบ้านและในบ้าน ซึ่งได้แจ้งผู้ร้องไปแล้วให้มายื่นคำร้องเพื่อขอรับบริการจัดเก็บขยะเป็นครั้งคราวเพื่อเก็บค่าธรรมเนียมฯเข้าเป็นรายได้เข้ากรุงเทพมหานคร หากต้องการทราบรายละเอียดเพิ่มเติมติดต่อฝ่ายรักษาความสะอาดฯ โทร. 02-514-0514,เสร็จสิ้น,100.61232,13.78185,กรุงเทพมหานคร,เขตวังทองหลาง,1
"['สัตว์จรจัด', 'ความปลอดภัย']",234 แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,"['สัตว์จรจัด', 'ความปลอดภัย']",ฝ่ายสิ่งแวดล้อมฯ จะประสานเจ้าหน้าที่ตรวจสอบข้อเท็จจริงเพื่อแก้ไขปัญหาต่อไป,กำลังดำเนินการ,100.34982,13.77841,กรุงเทพมหานคร,เขตทวีวัฒนา,2
"['ทางเท้า', 'ท่อระบายน้ำ', 'ความปลอดภัย']",272 ซอยจรัญสนิทวงศ์ 89 ถนนจรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพมหานคร 10700 แขวง บางอ้อ เขตบางพลัด กรุงเทพมหานคร 10700 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ท่อระบายน้ำ', 'ความปลอดภัย']",📣กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา กทม. ขอขอบคุณสำหรับการแจ้งข้อมูลค่ะ กองแผนงานและประสานสาธารณูปโภค อยู่ระหว่างดำเนินการตรวจสอบบริเวณร้องเรียนดังกล่าว เพื่อดำเนินการแก้ไขต่อไป 👷🏻‍♀️,ส่งต่อ(ใหม่),100.5078,13.79646,กรุงเทพมหานคร,เขตบางพลัด,3
"['PM2.5', 'ทางเท้า', 'กีดขวาง']",BTS ราชดำริ(ทางออก2) แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,2023-05-17,"['PM2.5', 'ทางเท้า', 'กีดขวาง']",ฝ่ายเทศกิจดำเนินการตรวจสอบ,กำลังดำเนินการ,100.53961,13.73963,กรุงเทพมหานคร,เขตปทุมวัน,3
"['สะพาน', 'ถนน', 'ความปลอดภัย']",149 ถนน ศรีนครินทร์ แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,"['สะพาน', 'ถนน', 'ความปลอดภัย']",,รอรับเรื่อง,100.64829,13.75075,กรุงเทพมหานคร,เขตบางกะปิ,3
['ถนน'],WJPG+PMC ซอย พหลโยธิน 58 แยก 3 แขวงสายไหม เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,2023-05-17,['ถนน'],เขตสายไหม ส่งต่อไปยัง การไฟฟ้านครหลวง เขตบางเขน,ส่งต่อ(ใหม่),100.62656,13.93675,กรุงเทพมหานคร,เขตสายไหม,1
['กีดขวาง'],142 ซอย เพชรเกษม 53 แขวงหลักสอง เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,['กีดขวาง'],อยู่ระหว่างดำเนินการครับ,ส่งต่อ(ใหม่),100.39893,13.69853,กรุงเทพมหานคร,เขตบางแค,1
['ท่อระบายน้ำ'],นวมินทร์74 แยก3-8-2 : RM86+QP4 ซอย นวมินทร์ 74 แยก 3-8-2 แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ท่อระบายน้ำ'],เขตคันนายาว เชิญร่วมไปยัง ฝ่ายโยธา เขตคันนายาว,กำลังดำเนินการ,100.66182,13.81683,กรุงเทพมหานคร,เขตคันนายาว,1
['จราจร'],124 ถ. กรุงเทพ - นนทบุรี แขวง วงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,['จราจร'],สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.) เชิญร่วมไปยัง กลุ่มงานสัญญาณไฟจราจร สวจ.สจส.,ส่งต่อ(ใหม่),100.52845,13.82838,กรุงเทพมหานคร,เขตบางซื่อ,1
"['ความสะอาด', 'ร้องเรียน', 'ถนน']",131 Ratchaphruek Frontage Rd แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ร้องเรียน', 'ถนน']","ฝ่ายเทศกิจ เขตตลิ่งชัน ส่งต่อไปยัง กรมทางหลวง
เนื่องจาก ในส่วนของสำนักงานเขตตลิ่งชัน จักกวดขันการลักลอบการทิ้งขยะ และหากพบการกระทำผิดจะดำเนินการตามขั้นตอนของกฏหมายต่อไป",ส่งต่อ(ใหม่),100.44505,13.76387,กรุงเทพมหานคร,เขตตลิ่งชัน,3
"['ถนน', 'น้ำท่วม', 'สะพาน', 'ร้องเรียน', 'แสงสว่าง', 'ท่อระบายน้ำ']",6 ถ. พหลโยธิน แขวง สนามบิน เขตดอนเมือง กรุงเทพมหานคร 10210 ประเทศไทย,2023-05-17,"['ถนน', 'น้ำท่วม', 'สะพาน', 'ร้องเรียน', 'แสงสว่าง', 'ท่อระบายน้ำ']",เขตดอนเมือง ส่งต่อไปยัง เขตสายไหม,ส่งต่อ(ใหม่),100.6141,13.90496,กรุงเทพมหานคร,เขตดอนเมือง,6
