type,address,timestamp,problem_type_abdul,note,state,latitude,longitude,province,district
ถนน,1710 ถ. สุขุมวิท พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['ถนน'],สำนักการจราจรขอเรียนให้ทราบว่าบริเวณดังกล่าวหากไม่ทาขอบทางขาวแดงจะเป็นข้ออ้างของผู้ขับรถบางคนจะนำมาอ้างว่าบริเวณที่ไม่ทาสามารถจอดรถได้เมื่อถูกตำรวจจราจรล็อคล้อหรือเขียนใบสั่ง ซึ่งการทาดังกล่าวเป็นไปตามข้อบังคับจราจรมิได้กระทำในด้านส่อทุจริตแต่อย่างใด,รอรับเรื่อง,100.59688,13.71098,กรุงเทพมหานคร,เขตคลองเตย
ถนน,"ร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร : สวนชัยพฤกษ์ Romklao Road , Min Buri , 10510 Min Buri , Bangkok, เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย",2023-05-17,['ถนน'],รับเรื่องประสานเจ้าหน้าที่ตรวจสอบ,ส่งต่อ(ใหม่),100.74624,13.7758,กรุงเทพมหานคร,เขตมีนบุรี
กีดขวาง,50 ซอย แสงจันทร์ แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['กีดขวาง'],เขตคลองเตย ส่งต่อไปยัง สำนักงานตำรวจแห่งชาติ (Royal Thai Police),ส่งต่อ(ใหม่),100.58385,13.71459,กรุงเทพมหานคร,เขตคลองเตย
ถนน,255/84 ถ. หลวงแพ่ง แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['ถนน'],ประสานตรวจสอบ,กำลังดำเนินการ,100.84889,13.69429,กรุงเทพมหานคร,เขตลาดกระบัง
ความปลอดภัย,180/38 ซอย ศุภาวรรณ 2 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'เสียงรบกวน']",เขตหนองแขม ส่งต่อไปยัง ทีโอที แจ้งวัฒนะ,ส่งต่อ(ใหม่),100.37957,13.69285,กรุงเทพมหานคร,เขตหนองแขม
เสียงรบกวน,180/38 ซอย ศุภาวรรณ 2 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความปลอดภัย', 'เสียงรบกวน']",เขตหนองแขม ส่งต่อไปยัง ทีโอที แจ้งวัฒนะ,ส่งต่อ(ใหม่),100.37957,13.69285,กรุงเทพมหานคร,เขตหนองแขม
จราจร,137 ถนน รัชดาภิเษก แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,2023-05-17,['จราจร'],เขตธนบุรี ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.47804,13.71588,กรุงเทพมหานคร,เขตธนบุรี
ถนน,125 ถ. จันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'ร้องเรียน', 'กีดขวาง']","จนท,ตรวจสอบ ดำเนินการ",กำลังดำเนินการ,100.51313,13.70942,กรุงเทพมหานคร,เขตบางคอแหลม
ทางเท้า,125 ถ. จันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'ร้องเรียน', 'กีดขวาง']","จนท,ตรวจสอบ ดำเนินการ",กำลังดำเนินการ,100.51313,13.70942,กรุงเทพมหานคร,เขตบางคอแหลม
ร้องเรียน,125 ถ. จันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'ร้องเรียน', 'กีดขวาง']","จนท,ตรวจสอบ ดำเนินการ",กำลังดำเนินการ,100.51313,13.70942,กรุงเทพมหานคร,เขตบางคอแหลม
กีดขวาง,125 ถ. จันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,2023-05-17,"['ถนน', 'ทางเท้า', 'ร้องเรียน', 'กีดขวาง']","จนท,ตรวจสอบ ดำเนินการ",กำลังดำเนินการ,100.51313,13.70942,กรุงเทพมหานคร,เขตบางคอแหลม
ทางเท้า,243 ถนน จักรวรรดิ แขวงจักรวรรดิ์ เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความสะอาด']",ฝ่ายรักษาความสะอาดและสวนสาธารณะ กลุ่มงานรักษาความสะอาด ได้ตรวจสอบแล้ว พบบริเวณถนนจักรวรรดิฝั่งซ้าย ก่อนถึงธนาคารกสิกรไทย สาขาจักรวรรดิ เป็นถุงกระสอบด้านในมีเศษวัสดุก่อสร้างที่มีคนแอบทิ้งไว้บนทางเท้า จึงได้เข้าดำเนินการจัดเก็บเป็นที่เรียบร้อยแล้ว,เสร็จสิ้น,100.50317,13.74236,กรุงเทพมหานคร,เขตสัมพันธวงศ์
ความสะอาด,243 ถนน จักรวรรดิ แขวงจักรวรรดิ์ เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ความสะอาด']",ฝ่ายรักษาความสะอาดและสวนสาธารณะ กลุ่มงานรักษาความสะอาด ได้ตรวจสอบแล้ว พบบริเวณถนนจักรวรรดิฝั่งซ้าย ก่อนถึงธนาคารกสิกรไทย สาขาจักรวรรดิ เป็นถุงกระสอบด้านในมีเศษวัสดุก่อสร้างที่มีคนแอบทิ้งไว้บนทางเท้า จึงได้เข้าดำเนินการจัดเก็บเป็นที่เรียบร้อยแล้ว,เสร็จสิ้น,100.50317,13.74236,กรุงเทพมหานคร,เขตสัมพันธวงศ์
กีดขวาง,PGC9+6M8 ถนน ศรีเวียง แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ร้องเรียน', 'ถนน', 'ทางเท้า']",สำนักงานเขตบางรัก โดยฝ่ายเทศกิจ ขอบคุณ เราจะดำเนินการตรวจสอบและรายงานผลให้ทราบต่อไป,กำลังดำเนินการ,100.51921,13.7206,กรุงเทพมหานคร,เขตบางรัก
ร้องเรียน,PGC9+6M8 ถนน ศรีเวียง แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ร้องเรียน', 'ถนน', 'ทางเท้า']",สำนักงานเขตบางรัก โดยฝ่ายเทศกิจ ขอบคุณ เราจะดำเนินการตรวจสอบและรายงานผลให้ทราบต่อไป,กำลังดำเนินการ,100.51921,13.7206,กรุงเทพมหานคร,เขตบางรัก
ถนน,PGC9+6M8 ถนน ศรีเวียง แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ร้องเรียน', 'ถนน', 'ทางเท้า']",สำนักงานเขตบางรัก โดยฝ่ายเทศกิจ ขอบคุณ เราจะดำเนินการตรวจสอบและรายงานผลให้ทราบต่อไป,กำลังดำเนินการ,100.51921,13.7206,กรุงเทพมหานคร,เขตบางรัก
ทางเท้า,PGC9+6M8 ถนน ศรีเวียง แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['กีดขวาง', 'ร้องเรียน', 'ถนน', 'ทางเท้า']",สำนักงานเขตบางรัก โดยฝ่ายเทศกิจ ขอบคุณ เราจะดำเนินการตรวจสอบและรายงานผลให้ทราบต่อไป,กำลังดำเนินการ,100.51921,13.7206,กรุงเทพมหานคร,เขตบางรัก
ถนน,107 25 ถ. สวนสยาม แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,['ถนน'],เขตคันนายาว เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตคันนายาว,กำลังดำเนินการ,100.68826,13.81167,กรุงเทพมหานคร,เขตคันนายาว
กีดขวาง,46/5 สุขุมวิท 42 แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['กีดขวาง'],จนท.สำรวจตรวจสอบไม่พบขยะดังกล่าวเวลา16.00น.ตักมาตรวจสอบอีกครั้ง,เสร็จสิ้น,100.5835,13.71451,กรุงเทพมหานคร,เขตคลองเตย
ถนน,19/8 ซอย นวมินทร์ 103 ถนน นวมินทร์ แขวง คลองกุ่ม เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ']",อยู่ระหว่างตรวจสอบและดำเนินการ,กำลังดำเนินการ,100.64742,13.80466,กรุงเทพมหานคร,บึงกุ่ม
ท่อระบายน้ำ,19/8 ซอย นวมินทร์ 103 ถนน นวมินทร์ แขวง คลองกุ่ม เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ']",อยู่ระหว่างตรวจสอบและดำเนินการ,กำลังดำเนินการ,100.64742,13.80466,กรุงเทพมหานคร,บึงกุ่ม
ต้นไม้,81 ซอย ประชาราษฎร์ 59 แขวงวงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,['ต้นไม้'],ฝ่ายรักษาความสะอาด เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.53084,13.83271,กรุงเทพมหานคร,เขตบางซื่อ
ถนน,103/3415 ซอย เคหะชุมชนฉลองกรุง แขวงลำต้อยติ่ง เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,['ถนน'],กรณีถนนภายในเคหะฉลองกรุง โซน 5 แยก 22 ชำรุดนั้น สำนักงานเขตหนองจอก โดยฝ่ายโยธาได้เข้าดำเนินการซ่อมแซมแล้ว วันที่ 18 พ.ค.2566,เสร็จสิ้น,100.8442,13.77164,กรุงเทพมหานคร,เขตหนองจอก
สายไฟ,52 ซอย หลวงแพ่ง 2 แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,2023-05-17,['สายไฟ'],กรุงเทพมหานคร โดยสำนักงานเขตลาดกระบัง ได้ตรวจสอบแล้ว ขณะตรวจสอบยังไม่พบการเผาหรือกลุ่มควัน แต่ทั้งนี้ ได้มีการประชาสัมพันธ์ ขอความร่วมมือประชาชนในพื้นที่ งดการเผาทุกชนิดด้วยแล้ว,เสร็จสิ้น,100.78914,13.71934,กรุงเทพมหานคร,เขตลาดกระบัง
ถนน,VP69+M4Q ถนน เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'แสงสว่าง']",เขตคลองสามวา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71786,13.86158,กรุงเทพมหานคร,เขตคลองสามวา
คลอง,VP69+M4Q ถนน เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'แสงสว่าง']",เขตคลองสามวา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71786,13.86158,กรุงเทพมหานคร,เขตคลองสามวา
แสงสว่าง,VP69+M4Q ถนน เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'คลอง', 'แสงสว่าง']",เขตคลองสามวา ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.71786,13.86158,กรุงเทพมหานคร,เขตคลองสามวา
ถนน,พหลโยธิน 34 ซอยย่อยไสว พหลโยธิน : RHQM+236 ซอย พหลโยธิน 34 แยก 11-2 แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,2023-05-17,['ถนน'],"ขอบพระคุณสำหรับการแจ้งข้อมูลค่ะ🙏 
 
สำนักงานเขตจตุจักรจะเร่งดำเนินการตรวจสอบแก้ไขปัญหาโดยเร็ว และจะรายงานผลให้ทราบอีกครั้งค่ะ 

ขออภัยคุณผู้ร้องในความไม่สะดวกมา ณ ที่นี้ด้วยค่ะ❤️",กำลังดำเนินการ,100.5826,13.83755,กรุงเทพมหานคร,เขตจตุจักร
ถนน,83 ถนน นวมินทร์ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ']",กำลังดำเนินการ,ส่งต่อ(ใหม่),100.64784,13.80526,กรุงเทพมหานคร,เขตบึงกุ่ม
ท่อระบายน้ำ,83 ถนน นวมินทร์ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ']",กำลังดำเนินการ,ส่งต่อ(ใหม่),100.64784,13.80526,กรุงเทพมหานคร,เขตบึงกุ่ม
ถนน,QG26+7RX แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5']",เขตป้อมปราบศัตรูพ่าย ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.51203,13.75072,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย
PM2.5,QG26+7RX แขวงคลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5']",เขตป้อมปราบศัตรูพ่าย ส่งต่อไปยัง สำนักการโยธา กทม.,ส่งต่อ(ใหม่),100.51203,13.75072,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย
ความสะอาด,274 ซอย เพชรเกษม 84 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ร้องเรียน', 'ถนน']",ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.40897,13.71116,กรุงเทพมหานคร,เขตบางแค
ร้องเรียน,274 ซอย เพชรเกษม 84 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ร้องเรียน', 'ถนน']",ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.40897,13.71116,กรุงเทพมหานคร,เขตบางแค
ถนน,274 ซอย เพชรเกษม 84 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['ความสะอาด', 'ร้องเรียน', 'ถนน']",ฝ่ายสิ่งแวดล้อมฯ รับทราบ ประสานเจ้าหน้าที่ตรวจสอบ,กำลังดำเนินการ,100.40897,13.71116,กรุงเทพมหานคร,เขตบางแค
คนจรจัด,40 ถ. ดินแดง แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['คนจรจัด'],เขตดินแดง เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตดินแดง,กำลังดำเนินการ,100.54763,13.76193,กรุงเทพมหานคร,เขตดินแดง
ถนน,116 ถนน เจริญพัฒนา แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5', 'ความปลอดภัย']",เขตคลองสามวา เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตคลองสามวา,กำลังดำเนินการ,100.71246,13.82333,กรุงเทพมหานคร,เขตคลองสามวา
PM2.5,116 ถนน เจริญพัฒนา แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5', 'ความปลอดภัย']",เขตคลองสามวา เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตคลองสามวา,กำลังดำเนินการ,100.71246,13.82333,กรุงเทพมหานคร,เขตคลองสามวา
ความปลอดภัย,116 ถนน เจริญพัฒนา แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,2023-05-17,"['ถนน', 'PM2.5', 'ความปลอดภัย']",เขตคลองสามวา เชิญร่วมไปยัง ฝ่ายเทศกิจ เขตคลองสามวา,กำลังดำเนินการ,100.71246,13.82333,กรุงเทพมหานคร,เขตคลองสามวา
ถนน,702/11 ซอย แก้วเงินทอง 2 แขวงบางพรม เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,2023-05-17,['ถนน'],ฝ่ายโยธา สำนักงานเขตตลิ่งชัน ขอบคุณสำหรับข้อมูล เจ้าหน้าที่จะเร่งตรวจสอบแก้ไขและแจ้งผลให้ทราบโดยเร็ว,กำลังดำเนินการ,100.45549,13.75721,กรุงเทพมหานคร,เขตตลิ่งชัน
สายไฟ,69 ซ. เอกมัย 21 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,['สายไฟ'],📣🙏 ฝ่ายโยธา ได้รับเรื่องร้องเรียนของท่านแล้ว ต้องขอขอบคุณสำหรับการแจ้งข้อมูลผ่านระบบ Traffy Fondue (ฟองดูว์)  เรื่องร้องเรียนของท่านอยู่ระหว่างดำเนินการตรวจสอบเพื่อดำเนินการแก้ไขโดยด่วนต่อไปค่ะ,กำลังดำเนินการ,100.5872,13.73887,กรุงเทพมหานคร,เขตวัฒนา
ถนน,เลขที่ 163 อาคารไทยสมุทร ทร์ ซอย 10 ถนน นราธิวาสราชนครินทร์ แขวง สุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง', 'ป้าย', 'ร้องเรียน']",สำนักการจราจรขอเรียนให้ทราบว่าอยู่ระหว่างตรวจสอบสำนักการจราจรและขนส่งขอขอบคุณที่ท่านได้แจ้งปัญหาความเดือดร้อนเข้ามาจะรีบดำเนินการแก้ไข,ศึกษาปัญหา,100.5282,13.72795,กรุงเทพมหานคร,เขตบางรัก
กีดขวาง,เลขที่ 163 อาคารไทยสมุทร ทร์ ซอย 10 ถนน นราธิวาสราชนครินทร์ แขวง สุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง', 'ป้าย', 'ร้องเรียน']",สำนักการจราจรขอเรียนให้ทราบว่าอยู่ระหว่างตรวจสอบสำนักการจราจรและขนส่งขอขอบคุณที่ท่านได้แจ้งปัญหาความเดือดร้อนเข้ามาจะรีบดำเนินการแก้ไข,ศึกษาปัญหา,100.5282,13.72795,กรุงเทพมหานคร,เขตบางรัก
ป้าย,เลขที่ 163 อาคารไทยสมุทร ทร์ ซอย 10 ถนน นราธิวาสราชนครินทร์ แขวง สุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง', 'ป้าย', 'ร้องเรียน']",สำนักการจราจรขอเรียนให้ทราบว่าอยู่ระหว่างตรวจสอบสำนักการจราจรและขนส่งขอขอบคุณที่ท่านได้แจ้งปัญหาความเดือดร้อนเข้ามาจะรีบดำเนินการแก้ไข,ศึกษาปัญหา,100.5282,13.72795,กรุงเทพมหานคร,เขตบางรัก
ร้องเรียน,เลขที่ 163 อาคารไทยสมุทร ทร์ ซอย 10 ถนน นราธิวาสราชนครินทร์ แขวง สุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,2023-05-17,"['ถนน', 'กีดขวาง', 'ป้าย', 'ร้องเรียน']",สำนักการจราจรขอเรียนให้ทราบว่าอยู่ระหว่างตรวจสอบสำนักการจราจรและขนส่งขอขอบคุณที่ท่านได้แจ้งปัญหาความเดือดร้อนเข้ามาจะรีบดำเนินการแก้ไข,ศึกษาปัญหา,100.5282,13.72795,กรุงเทพมหานคร,เขตบางรัก
ป้ายจราจร,339 ถนน พระราม 9 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,2023-05-17,['ป้ายจราจร'],เขตบางกะปิ ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.6035,13.74825,กรุงเทพมหานคร,เขตบางกะปิ
สะพาน,70 หมู่บ้านอรุณทอง 2 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'ความปลอดภัย']","ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,100.36832,13.69228,กรุงเทพมหานคร,เขตหนองแขม
ความปลอดภัย,70 หมู่บ้านอรุณทอง 2 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,2023-05-17,"['สะพาน', 'ความปลอดภัย']","ได้ตรวจสอบแล้วปรากฎว่าสะพานไม้ดังกล่าวมีไม้ชำรุดบางส่วน ในการนี้ได้จัดเจ้าหน้าที่เร่งด่วนเจ้าดำเนินการแก้ไขแล้วเสร็จภายในวันที่ 18 พค.66 เพื่อประชาชนผู้สัญจรไป - มาจะได้รับความสะดวก
.
กรณีการปรับปรุงสะพานเป็นคอนกรีต อยู่ระหว่างการพิจารณาร่วมกันระหว่างหน่วยงาน ซึ่งจะต้องทำประชาพิจารณ์เพื่อรับฟังความคิดเห็นของประชาชนต่อไป.",เสร็จสิ้น,100.36832,13.69228,กรุงเทพมหานคร,เขตหนองแขม
ความสะอาด,74 ถนน ริมคลองประปา แขวง บางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,['ความสะอาด'],ฝ่ายรักษาความสะอาด เขตบางซื่อ รับเรื่องประสานผู้เกี่ยวข้องเพื่อตรวจสอบดำเนินการแก้ไขค่ะ,กำลังดำเนินการ,100.53552,13.80611,กรุงเทพมหานคร,เขตบางซื่อ
ทางเท้า,4 พระราม 2 ซ. 49 แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,2023-05-17,['ทางเท้า'],,รอรับเรื่อง,100.44901,13.6676,กรุงเทพมหานคร,เขตบางขุนเทียน
แสงสว่าง,312 ซอย ลาดพร้าว 87 แยก 10 แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'คลอง']",,รอรับเรื่อง,100.61978,13.78983,กรุงเทพมหานคร,เขตวังทองหลาง
คลอง,312 ซอย ลาดพร้าว 87 แยก 10 แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,2023-05-17,"['แสงสว่าง', 'คลอง']",,รอรับเรื่อง,100.61978,13.78983,กรุงเทพมหานคร,เขตวังทองหลาง
ถนน,293/4-5 ซอย ประชาชื่น 8 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ความสะอาด']",สำนักงานเขตบางซื่อ ฝ่ายรักษาความสะอาด ได้ตรวจสอบและกำชับ ร้านค้าบริเวณดังกล่าว ให้ทิ้งขยะลงในถังขยะของตนเอง,เสร็จสิ้น,100.53437,13.81113,กรุงเทพมหานคร,เขตบางซื่อ
ความสะอาด,293/4-5 ซอย ประชาชื่น 8 แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,2023-05-17,"['ถนน', 'ความสะอาด']",สำนักงานเขตบางซื่อ ฝ่ายรักษาความสะอาด ได้ตรวจสอบและกำชับ ร้านค้าบริเวณดังกล่าว ให้ทิ้งขยะลงในถังขยะของตนเอง,เสร็จสิ้น,100.53437,13.81113,กรุงเทพมหานคร,เขตบางซื่อ
ป้าย,2/2 พระรามที่ 6 ซอย 30 แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['ป้าย'],เขตพญาไท ส่งต่อไปยัง สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.),ส่งต่อ(ใหม่),100.53842,13.77832,กรุงเทพมหานคร,เขตพญาไท
ถนน,1/13 ซอย เชื่อมสัมพันธ์ 14 แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'น้ำท่วม', 'คลอง']",สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.84467,13.82471,กรุงเทพมหานคร,เขตหนองจอก
ท่อระบายน้ำ,1/13 ซอย เชื่อมสัมพันธ์ 14 แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'น้ำท่วม', 'คลอง']",สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.84467,13.82471,กรุงเทพมหานคร,เขตหนองจอก
น้ำท่วม,1/13 ซอย เชื่อมสัมพันธ์ 14 แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'น้ำท่วม', 'คลอง']",สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.84467,13.82471,กรุงเทพมหานคร,เขตหนองจอก
คลอง,1/13 ซอย เชื่อมสัมพันธ์ 14 แขวงโคกแฝด เขตหนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,2023-05-17,"['ถนน', 'ท่อระบายน้ำ', 'น้ำท่วม', 'คลอง']",สำนักงานเขตหนองจอกรับเรื่อง พร้อมประสานฝ่ายที่เกี่ยวข้องดำเนินการต่อไป,กำลังดำเนินการ,100.84467,13.82471,กรุงเทพมหานคร,เขตหนองจอก
น้ำท่วม,QG7R+38P ซอย ราชวิถี 3 แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,2023-05-17,['น้ำท่วม'],เขตราชเทวี ส่งต่อไปยัง สำนักงานสวนสาธารณะ สำนักสิ่งแวดล้อม,ส่งต่อ(ใหม่),100.54102,13.76267,กรุงเทพมหานคร,เขตราชเทวี
ทางเท้า,65 ถ. สุขุมวิท แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,2023-05-17,"['ทางเท้า', 'ท่อระบายน้ำ']",กองระบบท่อระบายน้ำอยู่ระหว่างดำเนินการตรวจสอบและแก้ไขค่ะ,ส่งต่อ(ใหม่),100.58473,13.71542,กรุงเทพมหานคร,เขตคลองเตย
